nome,idade,time,posicao,partidas,minutos,gols,assistencias,chutes,passes_chave,dribles,faltas_sofridas,impedimentos,desarmes_sofridos,dominios_errados,desarmes,interceptacoes,faltas_cometidas,impedimentos_ganhos,afastadas_perigo,dribles_sofridos,Blocks,gols_contra,passes,perc_passes,cruzamentos,bolas_longas,enfiadas,nota
Federico Andueza,24,Central Cordoba de Santiago,D(C),10(1),921,-,-,0.4,0.2,0.1,0.8,-,0.1,0.5,1.6,1.8,0.9,0.7,3.8,0.5,0.5,-,33.5,79.1,-,3.1,-,6.81
Matías Tissera,25,Club Atletico Platense,FW,16(5),1353,14,-,1.7,0.6,0.5,1.2,0.6,1.0,2.4,0.6,0.1,0.8,-,-,0.6,-,-,9.1,68.6,0.1,0.1,-,6.81
Jesús Soraire,33,Central Cordoba de Santiago,DMC,19(1),1492,-,2,0.6,1.6,1,0.7,-,0.9,1.1,2.1,0.9,1.4,-,1,1.7,0.1,-,38.7,78.0,0.3,3.7,0.1,6.81
Martín Cauteruccio,34,Aldosivi,"AM(R),FW",23,1963,10,2,1.3,0.7,0.5,1.0,1.2,1.1,2.9,0.3,0.1,0.7,-,1.2,0.3,0.2,-,18.1,74.1,-,0.1,-,6.8
Federico Rasmussen,30,Sarmiento,Defender,4,288,-,-,-,0.3,-,0.3,-,0.3,0.5,2.0,0.5,1.0,0.8,4,0.3,0.8,-,31.3,80.8,-,2.3,-,6.8
Braian Salvareschi,22,Sarmiento,D(C),21,1880,1,-,0.8,0.1,0.1,0.2,-,0.1,0.4,1.9,1.1,1.1,0.6,4.3,0.7,0.5,-,39.0,70.4,-,5.0,-,6.8
Jonathan Torres,25,Sarmiento,FW,22(2),1918,8,1,2.6,1.0,0.3,2.0,0.4,1.6,2.9,0.4,0.2,1.8,-,1.4,0.8,0.2,-,21.0,61.2,-,0.3,-,6.8
Nelson Acevedo,33,Godoy Cruz,DMC,22(1),1833,-,2,0.8,1.3,0.8,1.5,-,0.8,1.4,2.3,1.2,1.4,-,0.6,2.3,0.4,-,47.9,76.5,-,4.3,0.2,6.79
Juan Portillo,21,Union,"D(C),DMC",16(1),1373,-,-,0.4,0.1,1.2,0.7,-,0.4,0.9,2.2,1.5,1.2,0.5,2.1,0.5,0.4,-,29.2,75.9,0.1,2.1,-,6.79
Emanuel Cecchini,25,Gimnasia LP,DMC,11(3),949,-,-,0.6,0.3,0.2,0.2,-,0.5,0.6,2.5,2.0,1.6,0.1,2.1,1.3,0.4,-,31.7,77.9,-,1.6,-,6.79
Raúl Lozano,24,Huracan,D(R),7(4),633,-,1,0.5,0.3,1.5,0.7,-,0.5,1,2.0,0.9,1.1,0.3,1.4,0.5,0.1,-,18.7,62.6,0.4,0.9,-,6.79
Franco Leys,28,Patronato de Parana,DMC,12(1),1026,1,-,0.5,0.4,0.4,1.1,-,0.3,1,2.2,1.4,1.1,-,1.5,1.5,0.3,-,22.2,73.3,-,1.6,-,6.79
Leandro Díaz,29,Estudiantes,FW,9(11),1014,10,-,2.2,0.6,0.5,0.5,0.2,1.3,2.5,0.1,0.3,1.7,-,0.5,0.2,-,-,13.6,54.8,0.2,0.2,-,6.79
Bruno Bianchi,33,Colon,D(C),9(4),900,-,-,0.4,0.1,0.4,0.8,-,0.1,-,1.6,2.3,0.8,0.6,2.7,0.4,0.6,-,33.6,73.0,-,2.8,-,6.79
Franco Paredes,23,Defensa y Justicia,Defender,5(6),526,2,1,0.5,0.5,0.5,0.5,0.4,0.3,0.8,1.1,1.1,0.4,-,1.9,0.6,0.3,-,14.9,73.2,0.4,0.6,-,6.79
Manuel Castro,26,Estudiantes,AM(R),15(4),1293,7,1,1.6,0.3,0.6,1.4,0.1,0.7,2.3,1.4,0.5,0.9,-,0.4,1.0,-,-,15.2,65.4,0.2,0.2,0.1,6.79
Facundo Almada,23,Rosario Central,D(C),21,1887,1,-,0.6,0.2,0.2,0.2,-,-,0.6,1.3,1.4,1.0,1,4.6,0.6,0.6,-,46.3,82.2,-,4.4,-,6.79
Valentín Barco,17,Boca Juniors,Midfielder,2(1),207,-,-,0.3,0.7,2,1.7,-,1.7,2.7,1.7,2.0,2.3,-,1.0,0.3,-,-,23.7,71.8,1.3,2.3,-,6.78
Oscar Salomón,23,Central Cordoba de Santiago,D(C),18,1514,-,-,0.6,0.1,0.5,0.8,-,0.3,0.6,1.6,2.1,0.8,0.4,2.8,0.5,0.9,-,34.6,76.1,-,2.4,-,6.78
Lucas Acevedo,30,Club Atletico Platense,D(C),10(1),910,1,-,0.7,0.1,0.4,0.7,0.2,0.1,0.6,1.5,1.5,0.9,0.2,5.0,0.5,0.9,-,25.8,56.3,-,1.7,-,6.78
Facundo Kruspzky,19,Arsenal Sarandi,M(LR),12(2),996,-,-,1.5,1.0,1.3,1.8,0.1,1.9,1.8,1.9,0.6,0.5,-,1.0,1.4,0.1,-,19.0,67.7,1,0.5,-,6.78
Federico Navarro,22,Talleres,DMC,4,360,-,-,0.3,0.3,1.3,0.8,-,2,3.5,4.8,0.8,1.8,-,1.0,1.5,-,-,43.0,76.7,-,2.5,-,6.78
Gabriel Aranda,20,Boca Juniors,Defender,2,180,-,-,0.5,0.5,0.5,-,0.5,-,-,1.0,1.5,0.5,0.5,1.5,-,0.5,-,39.0,84.6,-,3.0,-,6.78
Lucas Janson,27,Velez Sarsfield,"AM(CLR),FW",22(3),1721,3,4,1.6,0.8,1.2,2.1,0.2,1.1,2.1,0.6,0.3,0.9,-,0.3,0.4,-,-,31.1,77.9,0.2,1.9,-,6.77
Federico Torres,22,Talleres,Defender,2(1),216,-,-,1.0,0.3,-,0.7,-,0.3,0.3,2.0,0.7,1.3,-,2.0,0.3,1,-,28.3,74.1,-,0.7,-,6.77
Brian Nievas,23,Patronato de Parana,M(C),12(2),954,1,-,0.3,0.6,0.6,0.7,-,0.6,0.9,2.4,1.6,1.6,0.1,0.9,1.8,0.3,-,23.0,67.7,-,2.0,0.1,6.77
Alexis Soto,28,Defensa y Justicia,D(CL),17(7),1620,-,2,0.4,0.7,0.5,0.8,0.1,0.6,1,1.9,1.2,0.9,0.2,1.9,0.5,0.2,-,39.8,80.2,0.4,3.8,-,6.77
Fernando Márquez,34,Union,FW,11(6),895,2,1,1.5,0.8,0.4,1.1,0.3,0.5,2.1,0.6,0.4,0.6,0.1,0.7,1,-,-,20.0,64.1,0.2,0.9,0.1,6.77
Hernán Lamberti,37,Club Atletico Platense,DMC,21(3),1850,2,-,0.5,1.2,0.4,1.0,-,0.5,0.8,1.6,1.6,0.8,-,1.8,1.4,0.3,-,37.5,72.7,0.9,4.0,-,6.77
Santiago Vergini,33,Atletico Tucuman,D(CR),12,1080,-,-,0.3,0.1,0.3,0.1,-,0.3,0.4,2,2.5,0.9,0.3,3.9,0.4,0.5,-,39.1,72.9,-,2.9,-,6.77
Gabriel Hauche,35,Aldosivi,"AM(CL),FW",10(1),886,5,2,1.3,0.8,0.5,1.7,0.2,0.7,1,1.2,0.3,1.6,-,0.6,0.6,0.1,-,24.1,73.2,0.2,0.6,0.1,6.77
Luca Orellano,22,Velez Sarsfield,AM(R),14(10),1404,2,2,1.5,0.8,2.2,1.2,-,1.2,2.3,1.4,0.3,0.7,-,0.2,1.2,-,-,20.4,82.0,0.3,0.4,-,6.77
Franco Armani,35,River Plate,GK,21,1890,-,-,-,-,-,0.1,-,-,-,-,-,-,-,0.7,-,-,-,21.5,71.2,-,4.8,-,6.77
Nicolás Reniero,27,Argentinos Juniors,"AM(CL),FW",20(5),1819,5,-,2.2,1,0.8,1.6,0.4,0.6,2.5,0.8,0.2,1.1,-,0.8,0.4,0.1,-,21.0,65.7,-,0.4,-,6.76
Facundo Cambeses,24,Banfield,GK,8,720,-,-,-,-,-,0.3,-,-,-,-,-,-,-,0.1,-,-,-,24.4,70.3,-,4.6,-,6.76
Nahuel Estévez,26,Estudiantes,M(CR),2(4),255,-,1,1.5,0.5,0.7,0.5,-,0.2,-,0.8,0.8,0.7,-,0.7,0.3,-,-,19.7,74.6,1.2,1.0,0.2,6.76
Gonzalo Bettini,30,Central Cordoba de Santiago,"D(R),M(R)",21(1),1824,-,1,0.4,0.9,0.6,0.4,-,0.3,0.7,2.7,1.2,0.8,0.2,2.3,0.8,0.1,1,30.6,66.9,0.9,1.9,-,6.76
Juan Insaurralde,37,Independiente,D(C),22,1980,1,-,1,-,0.2,0.4,0.2,0.1,0.4,0.9,1.2,0.9,0.5,4.5,0.1,0.5,-,56.3,82.7,-,5.1,-,6.76
Gonzalo Piovi,27,Colon,"D(CL),M(L)",19(1),1581,2,2,0.9,0.5,0.2,0.6,0.3,0.4,1.6,3,1.8,1.8,0.2,1.9,1.2,0.3,-,43.3,71.6,0.2,3.3,-,6.76
Alex Vigo,22,River Plate,D(R),9(1),634,-,-,0.3,0.5,1.7,0.7,-,0.3,2.1,1.7,1.3,1.6,0.3,1.6,1.3,-,-,26.9,75.5,0.8,0.7,-,6.76
Agustín Rossi,26,Boca Juniors,GK,21,1890,-,-,-,-,-,0.3,-,-,-,-,-,-,-,0.5,-,-,-,28.0,67.9,-,5.9,-,6.75
Emiliano Méndez,33,Arsenal Sarandi,DMC,17,1447,-,-,1.1,0.1,0.3,1.1,0.1,0.3,0.6,2.5,1.5,1.6,0.1,1.9,0.9,1.1,1,35.5,76.0,0.1,3.6,-,6.75
Damián Pérez,33,Godoy Cruz,D(L),18,1496,1,-,0.2,0.5,0.3,0.8,-,0.4,1.1,2.2,2.1,1.3,0.1,2.1,1.3,0.1,-,39.6,70.6,0.4,2.8,0.1,6.75
Domingo Blanco,26,Independiente,M(CR),18(4),1582,-,-,0.5,0.2,1.5,2.1,-,0.7,2,3.3,1.6,1.5,-,0.5,1.7,0.1,-,38.6,87.8,-,1.8,-,6.75
Manuel Capasso,25,Newell's Old Boys,Defender,4(2),472,1,-,1.2,0.2,-,-,-,0.3,0.5,1.8,2.2,1.3,0.5,2.7,0.7,0.3,-,41.3,69.8,0.2,4.5,-,6.75
Óscar Romero,29,San Lorenzo,"AM(CLR),FW",4(1),345,-,-,1.2,1,1.8,2.2,0.2,0.6,1.4,1.4,0.8,0.8,-,0.2,0.4,-,-,49.4,82.6,0.8,4.8,0.2,6.75
Miguel Torrén,33,Argentinos Juniors,D(C),16,1332,-,-,0.3,0.3,0.2,0.4,-,-,0.6,0.9,0.9,0.7,0.5,3.2,0.4,0.6,1,66.5,84.9,-,10.2,-,6.75
Luis Vázquez,20,Boca Juniors,FW,15(8),1406,7,2,1.9,0.6,0.9,0.4,0.2,0.9,2.6,0.4,0.1,0.8,-,0.3,0.4,-,-,12.3,68.6,-,0.3,-,6.74
Luis Rodríguez,37,Gimnasia LP,"AM(C),FW",18(4),1587,8,2,2,0.7,0.6,1.1,0.3,0.6,1.5,1.1,0.2,0.5,-,0.1,1.1,-,-,22.6,62.8,0.5,1.4,0.1,6.74
Héctor Fértoli,27,Talleres,AM(CLR),15(4),1115,2,3,1,1.3,1.5,0.6,0.1,1.2,2.2,0.7,0.3,0.7,-,0.2,0.4,-,-,20.2,76.0,1.1,1.1,0.1,6.74
Gastón Benavidez,26,Arsenal Sarandi,D(R),15,1338,-,-,0.9,0.9,0.8,0.7,0.1,0.4,0.9,2.2,0.9,0.5,0.1,2.2,0.9,0.5,-,29.5,66.3,1.1,1.9,-,6.74
Federico Lanzillota,29,Argentinos Juniors,GK,14(1),1311,-,-,-,-,-,0.2,-,-,-,0.1,-,-,-,0.7,-,-,-,28.0,77.1,-,5.4,-,6.74
Federico Vera,24,Union,"D(R),M(R)",21(2),1845,-,2,0.3,0.7,1.3,1.1,-,0.8,1.7,1.7,1.8,1.3,0.2,1.3,1,-,-,26.5,70.3,0.6,1.6,-,6.74
Luis Unsain,27,Defensa y Justicia,GK,25,2250,-,-,-,-,0.1,0.3,-,-,0.1,-,-,-,-,0.8,-,-,1,31.2,66.2,-,6.2,-,6.74
Silvio Romero,33,Independiente,"AM(R),FW",25,2229,10,-,1.9,0.7,0.8,1.3,0.9,1.2,2,0.3,0.1,0.7,-,0.8,0.4,0.1,-,18.9,78.0,0.1,0.6,-,6.74
Yonathan Cabral,29,Atletico Tucuman,D(C),17,1389,1,-,0.7,0.3,0.2,0.1,0.1,-,0.6,1.2,1.6,0.7,0.3,3.8,1.2,0.4,-,30.1,76.1,-,3.7,-,6.74
Fabio Vázquez,28,Patronato de Parana,M(C),14(4),1331,1,-,0.2,0.5,0.7,0.6,-,0.2,1.1,2.7,1.7,1.9,-,0.8,1.2,0.2,-,31.3,78.0,-,2.2,0.1,6.73
Guido Herrera,30,Talleres,GK,25,2250,-,-,-,-,-,0.2,-,-,0.1,-,-,-,-,1.0,-,-,-,34.2,74.1,-,6.6,-,6.73
Nicolás Castro,31,Arsenal Sarandi,M(L),16(7),1420,-,-,1.2,1.2,1.3,0.7,-,0.7,1.5,1.6,1,0.8,-,0.7,1.4,0.2,-,18.4,70.7,1.4,0.9,-,6.73
Lucas Licht,40,Gimnasia LP,"D(L),DMC,M(L)",4(6),455,1,-,0.3,0.2,0.4,0.8,-,0.2,0.6,2.6,1.8,0.7,-,1.2,0.7,0.2,-,22.0,73.2,0.4,2.4,0.1,6.73
Facundo Altamirano,26,Banfield,GK,17,1530,-,-,-,0.1,-,0.1,-,-,-,0.1,-,0.1,-,0.4,0.1,-,-,22.2,61.3,-,6.2,-,6.73
Tomás Chancalay,23,Racing Club,"AM(CLR),FW",19(5),1464,2,2,2.3,1.3,1.2,0.8,0.2,1.1,2.4,1.3,0.3,0.8,-,0.3,0.6,-,-,23.0,78.6,1.1,1.3,-,6.73
Juan Lucero,30,Velez Sarsfield,FW,21(4),1786,9,1,1.7,0.6,0.4,1.7,0.6,0.7,2.6,0.7,0.1,0.9,-,0.7,0.6,0.1,-,15.3,74.7,0.1,0.4,-,6.73
Oliver Benítez,30,Patronato de Parana,D(CL),22(1),1998,1,1,0.4,0.2,0.4,0.7,-,0.2,0.6,1,1.4,0.7,0.8,3.7,0.5,0.7,-,28.6,71.5,-,4.3,0.1,6.73
Marcos Díaz,36,Huracan,GK,25,2250,-,-,-,-,-,0.4,-,-,0.1,0.1,-,-,-,1.0,-,-,-,26.6,64.6,-,5.4,-,6.72
Alexis Maldonado,24,Banfield,D(C),24,2160,1,1,0.3,0.2,0.2,0.3,0.1,0.1,0.2,1.3,2,1.1,0.5,4.3,0.3,0.5,2,43.1,80.0,-,3.7,-,6.72
Leonardo Godoy,26,Estudiantes,"D(R),M(R)",24,2160,2,2,0.7,0.9,0.7,1.6,0.2,0.3,1.5,1.3,1,1.6,0.4,1.8,0.7,0.3,-,25.0,65.9,0.5,1.7,-,6.72
Rafael Delgado,32,Colon,"D(CL),M(L)",16(1),1431,-,-,0.4,0.5,0.8,1.2,-,0.3,0.6,1.1,1.1,1.1,0.4,2.9,0.6,0.3,-,49.4,69.6,0.3,4.4,0.1,6.72
Mario López,26,Aldosivi,D(C),6(5),617,-,-,0.3,0.1,0.1,0.1,-,0.1,0.2,1.7,1.2,1,0.5,4.5,0.4,0.5,-,22.7,67.2,-,1.2,-,6.72
Franco Mussis,29,Atletico Tucuman,DMC,7(9),787,2,1,1.5,1.1,1.1,1.3,-,1.4,1,1.6,0.8,2,-,0.1,0.9,0.2,-,31.0,77.4,0.5,2.6,0.1,6.71
Aaron Molinas,21,Boca Juniors,AM(C),10(8),928,-,2,1.1,1.4,0.6,1.0,-,1.3,1.7,0.7,0.4,0.4,-,0.1,0.6,-,-,35.2,86.6,0.9,2.7,0.1,6.71
Cristian Ferreira,22,Colon,AM(C),10(6),901,3,1,2.1,1.1,1.7,1.4,0.3,1.5,2.5,0.6,0.1,0.7,-,-,0.6,-,-,19.6,77.6,0.9,1.0,-,6.71
Alejandro Medina,35,Arsenal Sarandi,GK,21,1890,-,-,-,-,-,0.1,-,-,-,-,-,-,-,0.7,-,-,-,29.0,53.4,-,10.2,-,6.71
Rodrigo Montes,22,Boca Juniors,M(C),9(1),780,1,-,1.3,0.8,0.7,0.5,-,1,3.2,1.9,1.3,0.9,-,0.6,1.5,-,-,39.5,82.5,0.2,1.7,-,6.71
Lautaro Acosta,34,Lanus,"AM(LR),FW",18(1),1363,2,1,0.9,0.7,0.9,2.4,0.3,0.4,1.9,1.3,0.6,1.3,0.1,1.4,1.2,0.3,-,19.3,68.4,0.2,0.1,-,6.71
Bruno Zuculini,29,River Plate,DMC,14(6),1247,2,1,0.6,0.3,0.2,0.5,0.1,0.3,0.3,1.5,1.2,2,-,1.1,1.2,0.1,-,41.7,88.2,0.1,1.8,-,6.71
Cristian Bernardi,32,Colon,AM(CLR),23(1),1810,2,2,1.1,1.3,1.4,1.5,0.2,1.4,2.1,1.2,0.4,0.5,-,0.6,0.8,0.1,-,21.7,69.7,0.7,0.7,-,6.71
Carlos Quintana,34,Argentinos Juniors,D(C),6(4),550,-,-,0.4,0.1,-,0.4,-,0.3,0.4,1.6,1.7,0.7,0.1,2.8,0.1,0.2,-,39.7,81.4,-,2.6,-,6.7
Johan Carbonero,22,Gimnasia LP,AM(L),16(3),1376,4,1,1.0,1.1,1.8,2.7,0.9,1.1,3.7,0.9,0.7,0.7,-,0.3,0.4,0.1,-,16.6,75.6,0.1,0.3,-,6.7
Nicolás Bazzana,26,Sarmiento,D(C),21(1),1932,-,-,0.3,0.1,0.1,0.1,-,-,0.3,2.0,1.8,0.8,0.5,3.1,0.7,0.7,-,30.0,74.2,-,3.2,-,6.7
Leonel Miranda,28,Racing Club,M(CR),9(4),865,-,1,0.7,1,0.4,1.1,-,1.1,1.6,1.8,1.1,0.8,-,0.3,1.2,0.2,-,43.8,83.7,0.2,2.8,0.1,6.7
Ian Escobar,25,Godoy Cruz,D(L),7(6),755,1,2,0.8,0.5,0.6,0.7,0.2,0.2,1.2,1.5,1.4,0.8,-,0.6,0.6,0.2,-,21.5,67.4,0.3,1.2,-,6.7
Martín García,23,Sarmiento,D(R),20,1716,-,2,1.0,0.5,0.5,0.3,-,0.3,1.2,3.4,1.1,1.0,0.3,2.6,2.1,0.1,-,31.3,62.9,0.3,3.1,-,6.7
Franco Escobar,27,Newell's Old Boys,D(CR),5(2),448,-,-,0.3,0.6,0.4,1.0,-,0.4,1.6,2.1,0.9,0.7,-,2.7,0.4,0.6,-,17.1,74.2,-,0.6,-,6.69
Ricardo Garay,25,Rosario Central,D(C),5,406,-,-,0.2,-,-,0.4,-,-,0.8,2.2,2.4,2.4,1.2,5.6,0.4,0.4,-,42.6,70.9,-,3.8,-,6.69
Augusto Schott,22,Club Atletico Platense,D(R),24,2141,3,3,1.0,0.5,0.4,0.6,-,0.3,1.4,1.9,1.7,1.1,0.1,1.8,1.2,0.2,-,24.1,65.3,0.3,0.8,-,6.69
Gabriel Arias,34,Racing Club,GK,20,1800,-,-,-,-,-,0.3,-,-,-,-,-,-,-,0.7,0.1,-,-,28.8,75.7,-,5.3,-,6.69
Nahuel Banegas,25,Central Cordoba de Santiago,Defender,4,314,1,-,0.5,0.8,1,0.5,-,1,1,0.8,2,1.5,-,1.8,0.5,0.3,-,21.0,66.7,0.3,1.3,-,6.69
Gabriel Vega,19,Boca Juniors,Midfielder,2(1),186,-,-,0.7,1.7,1.7,3.0,-,2,2.3,1.3,1,1.7,-,0.3,0.3,-,-,33.7,90.1,-,1.3,-,6.68
Nahuel Iribarren,34,Club Atletico Platense,D(C),12,1021,-,1,0.8,0.2,0.1,0.2,-,-,0.4,0.9,1.4,1.1,0.3,5.2,0.8,0.9,-,31.7,62.1,-,2.5,-,6.68
Felipe Peña Biafore,20,River Plate,D(C),7,461,-,-,0.1,-,0.1,0.1,-,-,0.7,1.9,1.3,0.9,0.6,2.7,0.4,0.3,-,46.9,84.5,-,3.4,-,6.68
Rodrigo Rey,31,Gimnasia LP,GK,25,2224,-,-,-,-,-,0.4,-,-,-,-,0.1,-,-,0.8,0.1,-,-,22.5,54.4,-,5.9,-,6.68
Jonathan Sandoval,34,Argentinos Juniors,D(R),3(1),253,1,-,0.8,-,0.3,1.0,0.5,1,1,0.5,0.8,0.8,0.3,-,0.8,0.3,-,26.8,74.8,-,0.3,-,6.68
Alejandro Maciel,24,Central Cordoba de Santiago,D(C),16,1408,-,1,0.4,0.2,0.3,0.4,0.1,0.1,0.4,1.7,1.7,1.3,0.8,4,0.7,0.9,-,35.0,64.1,0.1,4.4,-,6.68
Lucas Hoyos,32,Velez Sarsfield,GK,24,2160,-,-,-,0.1,-,0.3,-,-,-,-,-,-,-,0.6,-,-,-,30.9,69.2,-,6.2,-,6.67
Franco Quinteros,23,Banfield,D(L),12(2),1156,-,1,0.4,0.7,0.7,0.4,0.1,0.5,1.6,2.3,1.6,2.1,0.1,1.9,0.9,0.1,-,35.4,69.2,0.8,3.0,-,6.67
Juan Espínola,27,Godoy Cruz,GK,23,2070,-,-,-,0.1,0.2,0.4,-,-,0.1,-,-,-,-,1.2,-,-,-,34.7,66.3,-,10.0,-,6.67
Alexis Castro,27,Colon,M(CLR),15(7),1257,3,-,0.9,0.7,1.2,0.8,0.1,1.2,1.3,1.4,0.6,0.9,-,1.0,0.8,0.1,-,22.2,71.2,0.2,0.9,-,6.67
Rufino Lucero,20,Aldosivi,D(R),10(2),825,-,-,0.3,0.4,0.3,0.7,-,0.5,1.3,2.6,1.4,1.3,0.1,2.4,1.8,0.3,-,25.8,75.5,0.2,1.1,-,6.67
Emmanuel Ojeda,24,Rosario Central,DMC,20,1720,1,1,0.7,0.5,1.0,0.7,-,0.7,1.2,1.6,2,1.3,0.2,1.3,0.9,0.4,-,60.4,84.7,0.1,3.8,-,6.67
Franco Sbuttoni,32,Central Cordoba de Santiago,D(C),12,1059,-,-,-,0.1,0.1,0.2,0.1,0.2,0.3,0.7,1.5,1,0.8,3.9,0.7,0.5,-,34.9,70.2,-,3.4,-,6.67
Gabriel Gudiño,30,Patronato de Parana,AM(CR),18(3),1438,1,3,1.5,1.0,1.4,1.3,0.2,1.2,3.1,1.9,0.8,1.9,-,0.4,1.5,0.1,-,14.9,67.3,0.4,0.4,-,6.67
Lucas Kruspzky,29,Patronato de Parana,D(L),15(3),1349,-,-,0.2,0.4,0.2,0.3,0.1,0.2,0.5,1.6,2.3,1.4,0.4,2.3,0.9,0.3,-,22.1,60.8,0.3,1.4,-,6.67
Ángel Romero,29,San Lorenzo,"AM(LR),FW",4(1),387,-,1,0.8,1.2,1.0,2.4,-,2.2,2.0,1.2,0.8,0.4,-,1.2,1.2,-,-,32.0,77.5,0.8,1.2,-,6.66
Gerónimo Poblete,29,Velez Sarsfield,DMC,16(5),1457,-,2,0.2,0.5,0.4,1.1,-,0.4,1.2,1.7,1.3,1,-,1.0,1.6,0.3,-,39.2,86.2,-,1.1,-,6.66
Fernando Prado,21,Racing Club,D(CL),13(3),1198,-,-,0.5,0.5,0.3,0.2,-,0.1,0.6,1.8,1.1,0.9,0.3,2.4,0.9,0.5,-,40.3,77.6,0.3,3.1,-,6.66
Gino Infantino,18,Rosario Central,M(R),12(3),1082,3,-,1.3,0.7,1.0,1.3,0.1,1.2,2.1,1.3,0.7,2.7,-,0.5,1.0,0.2,-,22.7,74.7,0.1,1.0,0.1,6.66
Juan Álvarez,26,Banfield,M(CLR),24(1),1927,-,1,1.8,1.4,1.7,1.0,0.4,1.0,2.4,1.0,0.3,0.6,-,0.1,0.6,0.2,-,20.1,71.2,1.4,0.8,-,6.66
Alan Ruiz,28,Arsenal Sarandi,"AM(CR),FW",9(4),752,1,1,1.5,0.9,1.2,2.2,0.1,1.8,2.5,0.8,0.2,1.5,-,0.5,0.8,0.2,-,22.0,76.6,1.2,1.3,-,6.66
Federico Bravo,28,Sarmiento,DMC,15(2),1247,-,1,0.2,0.2,0.2,1.6,-,0.1,0.5,2.8,1.8,2.2,0.2,0.9,1.4,0.4,-,29.5,68.9,0.1,2.2,-,6.66
Julián Fernández,27,Newell's Old Boys,DMC,8(2),662,1,-,0.6,0.4,0.2,0.7,-,0.8,0.6,3.0,1.0,1.4,-,1.1,1.5,0.3,-,25.3,73.5,-,0.8,-,6.66
Valentín Burgoa,21,Godoy Cruz,AM(CL),10(10),905,-,4,0.4,1.2,1.6,0.4,-,0.9,1.4,0.9,0.6,0.8,-,0.1,0.5,-,-,13.9,70.5,0.7,0.6,0.1,6.66
Néstor Breitenbruch,26,Godoy Cruz,D(CR),15(3),1360,-,-,0.6,0.2,0.2,0.4,-,0.3,0.4,1.8,0.8,0.9,0.3,2.9,0.5,0.4,1,41.3,76.0,0.2,3.4,0.1,6.65
Felipe Campos,28,Atletico Tucuman,D(R),15(2),1400,-,1,0.3,0.8,0.6,0.5,0.1,0.8,0.8,3.0,1.5,1.3,0.1,1.8,0.9,0.4,-,29.2,78.6,1.2,1.6,-,6.65
Brian Mansilla,24,Club Atletico Platense,"AM(CL),FW",20(4),1654,4,1,1.5,0.5,1.5,1.0,0.7,2.3,5.1,1.2,0.6,1.9,-,0.5,0.7,-,-,18.9,65.8,0.3,0.6,0.1,6.65
Damián Martínez,32,Rosario Central,D(R),20,1655,1,3,1.4,0.8,0.3,1.0,0.1,0.5,1.3,1.7,1.3,1.8,0.1,1.6,0.7,0.5,-,25.1,64.5,0.4,1.4,-,6.65
Lautaro Montoya,27,Sarmiento,D(L),9(4),916,1,-,0.2,0.8,1.1,1.2,-,0.4,1.2,2.2,1.2,1.2,0.2,1.2,0.9,-,-,26.0,59.5,0.8,1.6,-,6.65
Luis Advíncula,32,Boca Juniors,"D(R),M(R)",12(1),1042,-,1,0.2,0.4,0.7,1.3,-,0.9,1,1.5,0.7,1.2,0.2,1.2,0.4,-,-,35.7,81.5,0.2,2.8,-,6.64
Lucas Chaves,26,Argentinos Juniors,GK,11,939,-,-,-,0.1,0.2,0.2,-,-,-,-,-,-,-,0.4,-,-,-,35.8,78.2,-,6.0,-,6.64
César Pablo Rigamonti,34,Central Cordoba de Santiago,GK,18,1620,-,-,-,-,-,0.2,-,-,-,-,0.1,-,-,0.3,-,-,-,24.7,66.5,-,5.8,-,6.64
Luciano Gondou,20,Sarmiento,FW,13(10),1177,6,1,0.9,0.8,0.8,0.9,0.1,1.4,2,0.8,0.1,0.8,-,0.6,0.4,0.1,-,16.0,70.7,-,0.4,0.1,6.64
Bruno Pittón,29,San Lorenzo,"D(L),M(L)",7(3),670,-,1,0.5,0.2,0.1,0.3,0.2,0.2,0.6,1.8,1.9,0.7,0.3,2.4,0.8,0.1,-,20.6,67.0,0.2,0.4,-,6.64
Rodrigo Villagra,21,Talleres,DMC,18(2),1593,-,1,0.1,0.5,0.9,1.0,-,0.8,1.4,1.9,0.7,1,0.2,0.4,0.8,0.1,-,38.2,86.6,0.1,4.5,-,6.64
Jorge Morel,24,Lanus,M(C),16(4),1456,-,-,0.9,0.2,0.3,0.7,0.1,0.5,0.2,1.9,1,2.8,0.1,1.6,1.2,0.3,-,35.0,82.3,-,2.6,-,6.64
Joaquín Pereyra,23,Atletico Tucuman,M(C),6(9),596,1,1,1.1,0.7,0.9,1.1,-,0.4,0.7,1.3,0.9,1,0.1,0.7,0.9,0.1,-,24.0,76.7,1,2.1,-,6.63
Ángelo Martino,23,Talleres,AM(L),14(9),1233,1,3,0.7,0.6,0.5,1.0,0.1,0.9,1.3,1.4,1,1.4,0.1,0.7,0.3,0.1,-,12.9,60.8,0.7,0.6,-,6.63
Sebastián Sosa,35,Independiente,GK,25,2250,-,-,-,-,-,0.2,-,-,-,-,-,-,-,0.5,-,-,-,24.1,73.1,-,3.9,-,6.63
Juan Nardoni,19,Union,M(C),15(4),1215,-,5,0.8,0.5,1.1,1.6,-,0.7,2,1.5,0.7,1.2,-,0.2,1,0.2,-,19.0,78.7,0.1,1.3,0.1,6.63
